texto,fecha,usuario
rt @vannemctwisp: maldito mercurio retrógrado chingas a tu madre,2021-10-18 23:59:59 UTC,andreagarser
"rt @yariacostag: @andihec cucharon
#bahtoyunu #adbor #cemrebaysel #aytaçşaşmaz",2021-10-18 23:59:59 UTC,JZarcan
kinchil regresa a la liga intermedia de fútbol estatal https://t.co/fzage5sexl,2021-10-18 23:59:59 UTC,mipuntodevistaa
@cindylombardi5 @vaaleduartee @kaiastein__ @abby_stein_cash @_viiviaan_ @nicolle_stein_ @angela__pereyra @josselinf2004 @heiner_0o @anastein__ @leighfleming08 @erisshanson_ @zoesteinx @ambarsmith00_ que lindoooo estoy de primera,2021-10-18 23:59:59 UTC,Lau_books
@jsuvhs para,2021-10-18 23:59:59 UTC,itsryuj1n
@fabrimazzaglia no. dea,2021-10-18 23:59:59 UTC,alfoperalta_
"rt @arg_endatos: jugamos a inventar una ciudad de igual tamaño de cada lado de la cordillera, replicando el promedio de empresas por habitante de ambos países. este es el resultado. 🇨🇱🇦🇷 https://t.co/sltjkfvnbd",2021-10-18 23:59:59 UTC,clausf_tvb
rt @diego_cvzc: así me siento 📈📉📈📉📈📉,2021-10-18 23:59:59 UTC,alexand68807113
"@gilbertobm15 animo mi gil, todo sacrificio vale la pena! abrazo",2021-10-18 23:59:59 UTC,orlandomtz25
nomas me fui a pendejear en mi side,2021-10-18 23:59:59 UTC,tac0_depast0r
"algún día, estaré publicando lo mismo.. paciencia y perseverancia 🙌🏼 https://t.co/3wrf5mcfiu",2021-10-18 23:59:59 UTC,maychiarolla
@colteastwood @_jay_r0ck_ octodad?,2021-10-18 23:59:59 UTC,BigRigGaming1
rt @cbuburron: ¿en qué mesa se sentarían? https://t.co/otvmdklo9j,2021-10-18 23:59:59 UTC,ACarvaGom
so fala merda hein gata,2021-10-18 23:59:59 UTC,_mcva
"rt @martinthrashh: bien merecido, falta que se coma a toda la gente que fue a ver eso https://t.co/tixpmwd95r",2021-10-18 23:59:59 UTC,Valepannocchia1
"rt @betgerber: @ignacioiriarte nacho, es hora de denunciar la ineficiencia  no-inocente de las fuerzas de inseguridad al respecto.",2021-10-18 23:59:59 UTC,PulgaEnElOido13
"rt @alienigenarojo: nunca más se habló de los quemados en la fábrica kayser con proyectiles en el cuerpo.
#18deoctubre",2021-10-18 23:59:59 UTC,Paulinafp_18
@maria_rb23 @grandiosagugu está con el chisme completo 😩 creo que hay que ver el stream de josé cristo de ayer aaaa,2021-10-18 23:59:59 UTC,Vilu_Krld
"rt @delreta6: este semestre quiere acabar conmigo, pero no lo dejaré‼️ (espero…???)",2021-10-18 23:59:59 UTC,Javier_wasquez
"recorrida por la finalización del cordón cuneta en la calle a. báncora y sus transversales con la avenida calixto calderón, que ahora serán pavimentadas
@britosguillermo @sabellamarcela @alonsoeduu202 https://t.co/ho6atnijvy",2021-10-18 23:59:59 UTC,Todopasa_radio
"yo nc si es por la anemia o xq mierda pero no puedo tener tantos moretones, no hago nd encima",2021-10-18 23:59:59 UTC,laragalich
puede q solo preste atención cuando me hablan de voss,2021-10-18 23:59:59 UTC,Joaquin03909733
"rt @diegoherreraf1: son canallas.. en la serena quemaron un vehículo particular, el sueño de alguien, el medio de transporte de una familia.. claro todo por la dignidad .. los jóvenes soñadores votantes de boric, artés y provoste. https://t.co/6npqnsj8vv",2021-10-18 23:59:59 UTC,pytscomputacion
"rt @elchiringuitotv: 😡😡""nunca hemos visto a hazard en los partidos grandes""

@as_tomasroncero, indignado en #chiringuitomadrid https://t.co/dgmrfblgjp",2021-10-18 23:59:59 UTC,andres96_carlos
@jesusgi0 te espero,2021-10-18 23:59:59 UTC,ivanna_alee
"rt @solbrybra: @la_patilla @la_patilla por favor hazte voz de los más necesitados, cobros desproporcionados en las facturas de #cantv se reflejan en el mes de octubre, hay muchas quejas al respecto. en mi casa solo se dispone de servicio telefónico y ese monto es imposible de pagar por la familia. https://t.co/imfppdsksx",2021-10-18 23:59:59 UTC,adiadi02856010
"rt @flaquitomemero: dios necesito salir de la pobreza, mándame una señal 

la señal: https://t.co/7cp4zqktok",2021-10-18 23:59:59 UTC,scooby_memes
rt @sindykiu: repite conmigo: decir lo que sientes no es hacerla de pedo.,2021-10-18 23:59:59 UTC,valeeentinini
"rt @elsaadgc: quien ch es wanda, icardi y la china suarez jajajajajajaja quiero saber ese chisssme",2021-10-18 23:59:59 UTC,notfounderror
"@moniquepard esa foto me parece que es pasada!, 🤷🏾‍♀️",2021-10-18 23:59:59 UTC,pal_zap
despierta chile!!! https://t.co/ivdmrie2ke,2021-10-18 23:59:59 UTC,olgamaldonadof1
@mariinamilf @marcosrdgzz @d3v4hs @aida_fdeez @itziiii2305 @darioqs ya me joderia que tu novio te enamorao de mi,2021-10-18 23:59:59 UTC,inoy_alvarez
"rt @tere_laprofe73: en la foto de la izquierda boric con el arcadi carlos garcia . encuentro en que tambien se reunio con sergio ruben treiquil catalan , que fue acusado por abuso de una menor de 10 años  el año 2014 ...que amistades mas honorables !! se codea con puros delincuentes el candidato ... https://t.co/fynazxa3hv",2021-10-18 23:59:59 UTC,freres_b
rt @pilaaaar__: necesito dormirme en un abrazo 😔,2021-10-18 23:59:59 UTC,BautiRuizz
la carita https://t.co/vwxliqihyi,2021-10-18 23:59:59 UTC,MikotoAndro
la jcf protege el precio de venta a los inversionistas. pr puede comprar los bonos en el mercado a precio más barato que el impuesto por jcf. @jayfonsecapr @lpabonroca @davidbegnaud  the bond makers is open why pr doesn’t buy each other public bonds using public corp. https://t.co/qdjal7aore,2021-10-18 23:59:59 UTC,EDGON611
buenas noches 😴 https://t.co/ioe5sigykp,2021-10-18 23:59:59 UTC,ErikaRodriguezj
"rt @angelma33429394: @ghitis sera que petro se mete a la jep ? 
presidente @ivanduque y ministro @diego_molano vigilen fronteras que ya vimos lo de santrich , marquez y la del turbante """"",2021-10-18 23:59:59 UTC,jaimevillarestr
rt @mericejitas: joder ya podriamos normalizar en españa ir en pijama a clase,2021-10-18 23:59:59 UTC,xxnhxrx
"rt @bb_votaciones: info📈🎶
@bts_twt

canciones de #bts que alcanzaron nuevas cifras en spotify:

🔹make it right — 199m (🔜200m)🔥
🔹my time — 145m
🔹outro: her — 65m
🔹134340 — 75m

~sigamos con el stream y vamos por nuevas metas💪🏼💜

mili🍀 &amp; marii🦋💕 https://t.co/9xta61smpc",2021-10-18 23:59:59 UTC,Vanessa273001
"rt @viajandoporcol: salento, quindío, colombia.🇨🇴
📸: kevinfranco https://t.co/vkyoymhocc",2021-10-18 23:59:59 UTC,nidalsco
"rt @maibortpetit: ojo acabo de conversar con 2 abogados, uno de ellos ex-fiscal #eeuu y me confirman que la transmisión de la audiencia de #alexsaab en vivo, hecha por algunos medios puede generar un conflicto debido a que tal divulgación puede perjudicar el derecho del acusado a un juicio justo.",2021-10-18 23:59:59 UTC,fhernandez204
rt @estopaoficial: va por ustedes. esto es… https://t.co/qp0bkb203a,2021-10-18 23:59:59 UTC,MrDeductions
"rt @villiamboom1: así anda el primer omegabicho de la serie

#omegamon #omnimon #digimon https://t.co/fivrwrbiwz",2021-10-18 23:59:59 UTC,andrescmarrero
rt @nikitenkonicol1: estoy dispuesta a sacar de mi vida a cualquier persona que me genere el mínimo estrés. no tengo más paciencia con nada ni nadie a esta altura,2021-10-18 23:59:59 UTC,DayanFernndez1
rt @narvaecita: @erveyyya @chumeltorres te van a decir que es impermeabilizante y seguirán diciendo que es falso lo de la energía limpia,2021-10-18 23:59:59 UTC,mcseytu
19:00 av. homero presenta #buenavance de anillo periférico hasta arquímedes. #movilidadcdmx. https://t.co/ixkdmniitp,2021-10-18 23:59:59 UTC,OVIALCDMX
rt @darkfaze14: 30 likes en 1 día y lo hago xd https://t.co/tdpzm8wdzy,2021-10-18 23:59:59 UTC,bytarlock
"rt @nayibbukele: “los manifestantes luchan por la libertad de expresión y los derechos de los ciudadanos”.

los manifestantes: https://t.co/sqiypdcpxc",2021-10-18 23:59:59 UTC,shanthy_d
avisa q eh ele https://t.co/o4qbhmjvaa,2021-10-18 23:59:59 UTC,brunavielli
"rt @rocket_quinn: @leturbia mi teoría es que subió esas fotos para ver si wanda lo perdonaba o algo así. no venía subiendo fotos con ella hacia mucho tiempo y de la nada sube y en plena crisis? cuando van a entender los onvres que eso se hace antes, no después que te mandaste la cagada",2021-10-18 23:59:59 UTC,rayovagabundo1
"rt @josalmnzar2: no he visto a las iglesias protestantes manifestarse en contra de la dictadura que comienza mañana, da vergüenza!

sus fieles son más fieles a sus principios de libertad que su líderes.",2021-10-18 23:59:59 UTC,CarlosMJ12
rt @avedurazno: si el gobierno quiere corregir algo los atrasos de 2021 lo más probable es que el año que viene la inflación supere el 60% por primera vez desde 1991. https://t.co/pwysk38ety,2021-10-18 23:59:59 UTC,manejamelo
@magna_hype me di cuenta que escribí mal truth xdddd,2021-10-18 23:59:59 UTC,Bruhh441
"rt @hilmuj: cuando un alma deja su cuerpo
cuando un alma deja su cuerpo biológico, sobreviene una expansión de consciencia,una sensación de inmensa paz y liberación.
las almas nunca parten solas,nadie muere solo,por lo general son acompañados por familiares que partieron antes y que vienen a https://t.co/miklkbuurf",2021-10-18 23:59:59 UTC,vivispu
rt @dios733: tu vas a ganar si pones tu confianza en dios.,2021-10-18 23:59:59 UTC,AndradeEster
@issbluu holaa bienvenida💕,2021-10-18 23:59:59 UTC,kdraminhyuk
"#filtrosensepia es una colección que explora el cuerpo como destino, como punto de partida y espacio sobre el que se dibuja todo el discurso poético de mi obra. 

https://t.co/unn1nkotad",2021-10-18 23:59:59 UTC,santiagohermes_
"rt @agenda2030_: que el tío bill organice el evento 201 (simulacro de reacción a una pandemia), 3 meses antes de surgir la plandemia de lacobi, solo puede tener relación en una mente conspiranoica y perturbada como la vuestra.",2021-10-18 23:59:59 UTC,JuXtinadreams
@hooniecutee estas bien?? ;(,2021-10-18 23:59:59 UTC,05RIKIFLAITE
"rt @cristyp2000: las mentiras del sr. @lopezobrador_ y del sr. @manuelbartlett no se sostienen ante el escrutinio de los datos.
la @cfemx vía el @inaimexico reconoce que no otorga ningún subsidio a todas aquellas empresas que autogeneran energía eléctrica.
#gobiernoinfame https://t.co/lghyjtr1zy",2021-10-18 23:59:59 UTC,MoromboSmith
@fraquezi gilazo,2021-10-18 23:59:59 UTC,aleakdead
@milalywoodr bello cuento😭,2021-10-18 23:59:59 UTC,teacher_andy
"rt @jaimegonzalezsu: @proceso @fgrmexico @epn no pueden con la maruchan, https://t.co/ukj3h1w6bg",2021-10-18 23:59:59 UTC,jefemax
"rt @indignada2021: 🔴vamos con toda @mariafdacabal , y rt por favor para dejar en claro a quien queremos en la presidencia ‼️👍🏻 https://t.co/6ec8qzidya",2021-10-18 23:59:59 UTC,mdrueda63
"@leonrogani @osodeplatino hay que pegarse un golpazo antes.
italia 2004: afuera en fase de grupos de la euro
españa 2009: pierde semis de confederaciones contra usa
alemania 2012: 15 victorias seguidas antes de perder contra italia en semis de euro
francia 2016: pierde final de la euro de local",2021-10-18 23:59:59 UTC,PonjaConRulos
"@sanakuch pero andrea sjskaka 😭😭😭😭😭

dale aún así está bien este ly",2021-10-18 23:59:59 UTC,Joselito_Nn
"rt @taltalivan: ¿soy el único al que esto le parece un despropósito y lejos de parecer sugestivo, ya le dieron ganas de vomitar? https://t.co/ckhps1nlle",2021-10-18 23:59:59 UTC,AndreaAndre05
@sarquisastrid el del sábado?,2021-10-18 23:59:59 UTC,Diez10Marcos
rt @milenafgaleano: desde carmina de avenida brasil no estábamos en presencia de semejante villana,2021-10-18 23:59:59 UTC,emme_ene
@lokilla_zamora yo soy uno de ellos y así será siempre que ella quiera,2021-10-18 23:59:59 UTC,roberto11021969
"la música es vida 🥰🙏, escucha, siente y baila 🤩😍❤️ https://t.co/pjtmsw2yoa",2021-10-18 23:59:59 UTC,Lyl07s
@valeriaschapira con rivotril y risperidona. pero también con un chongo que apareció de la nada y me dio vuelta como a una media. digamos todo.,2021-10-18 23:59:59 UTC,MarMarZeta
"rt @deliamarm: el extraditado lloró porque le revisaron las cavidades. por lo menos fue con un guante, a los estudiantes los violaron con los cañones de los fusiles. suele pasar que los criminales son unos lloricas cobardes cuando caen. salud!",2021-10-18 23:59:59 UTC,joselrr71
rt @dietrich_rivera: yo defendi tu nombre cuando m dijeron q me ibas a lastimar,2021-10-18 23:59:59 UTC,MariaCarraasco
@tv_monica las tiendas chicas no importan?,2021-10-18 23:59:59 UTC,Jandr0_L
rt @ticighisolfi: te imaginas que tu compañero de vida te escriba algo así? yo lloro 3 años seguidos https://t.co/zzjxxcjfsl,2021-10-18 23:59:59 UTC,DimeJhoxaa_
@lizzyasecas nada nuevo… si no es por ellos esto no existe,2021-10-18 23:59:59 UTC,JoseMig72395817
"narcolas tiene secuestra a la mujer de saab, tiene el mas futuro, a ella pronto le dara covid",2021-10-18 23:59:59 UTC,Caliche007
jakdjsj les duraba re poquito https://t.co/odfhpgxrr3,2021-10-18 23:59:59 UTC,os6mv
rt @dios733: tu vas a ganar si pones tu confianza en dios.,2021-10-18 23:59:59 UTC,Giovann86351334
"@ramon_aular @kiany251 ni que fuera culpa mía que ella tuviese mal gusto...

pero dile dile!!!",2021-10-18 23:59:59 UTC,2006_tiburon
rt @jasdamiani: alguien sabe si el tema de wanda entra en el parcial porque promociono,2021-10-18 23:59:59 UTC,Brenndaroda_
rt @fiiobaradin: finde de fiesta y el resto de la semana a meterle al gym y al cole,2021-10-18 23:59:59 UTC,helebenavides
rt @karenhiltt: me voy a ir a dormir xq esta siendo muy triste mi día,2021-10-18 23:59:59 UTC,Alexander_goonz
rt @me824007: jugando minecraft con jubigamer @elliotsofia https://t.co/z7g4w6xwgx,2021-10-18 23:59:59 UTC,Al3g0nz4L3z
"no lleva ni un año y ya parece que el peor de los tornados, huracanes o terremotos hubiera arrasado el territorio estadounidense!!! god save america 🇺🇸🙏🏻 https://t.co/uziifii2ck",2021-10-18 23:59:59 UTC,consuCD
rt @candeangelinaa: la buena compañía te saca un ratito del caos,2021-10-18 23:59:59 UTC,Micaelabro3
dios quiero cambiar ese dm x un julia 🥺,2021-10-18 23:59:59 UTC,tomlinstrip
"rt @josmanuelsuar15: seguire atendiendo al pueblo, escuchándolos y apoyandolos, continuando con el legado de amor y servicio al prójimo que nos dejaron chávez y garcía carneiro.

@nicolasmaduro https://t.co/xekrbp6z6u",2021-10-18 23:59:59 UTC,RevConstructiva
"rt @elespectador: #atención | la corte idh declaró al estado colombiano responsable por la tortura y violencia sexual sufrida por la periodista jineth bedoya y las posteriores amenazas y falta de garantías para ejercer su labor.
https://t.co/ftnabhqvuc https://t.co/bhhww5svcs",2021-10-18 23:59:59 UTC,alvaroperezp
"rt @libertciudadana: desde @libertciudadana nos sumamos a las múltiples voces ciudadanas que rechazan las reformas electorales aprobadas vía madrugonazo el 15 de octubre y cuyo contenido, que modifica 230 artículos del proyecto 544 original, fue conocido el día de hoy.

https://t.co/os6e4jzk2o https://t.co/wqm250ugig",2021-10-18 23:59:59 UTC,Okideobaldia
@enchinelas lo buena que es la gente inventandosé problemas es increíble.,2021-10-18 23:59:59 UTC,scms___
@gloriatrevi te amooooo 😍🥺,2021-10-18 23:59:59 UTC,jonynadxmas
debí haber terminado de lavar ayer :(,2021-10-18 23:59:59 UTC,unadramatik
@loveisdenewpunk que romántico!,2021-10-18 23:59:59 UTC,MonikaRosas_
"me da risa cuando alguien alardea diciendo “mi flaca(o) me paga todo”. bro, debería darte pena. 🙃",2021-10-18 23:59:59 UTC,piscianisima
@lucia7es me encanta este sms.. por que dices la realidad que pasa por aquí.. solo se piensan que concursa luca y cris y no es asii..,2021-10-18 23:59:59 UTC,Juan64619909
"@rivera_al @analucia_medina @soccivilmx @revue dale cluck al enlace y te llevará a donde te suscribes y listo! 
saludos! 🙌🏻",2021-10-18 23:59:59 UTC,Fab_Nini1
¿vas a dejar a papi? https://t.co/elphnpgcqh,2021-10-18 23:59:59 UTC,fxmikhaiI
"rt @atlanticsurff: les presento a maría delia redruello, militante de la cámpora, bibliotecaria en la escuela secundaria nº 8 de tigre. ella pisó, profanó y se burló de tus muertos.👇👊💣🔥⚡️ https://t.co/bfjzf4zdap",2021-10-18 23:59:59 UTC,teresab_peralta
creo que me acabo de morir,2021-10-18 23:59:59 UTC,tbslisslo
niente dura per sempre.,2021-10-18 23:59:59 UTC,RokudoMukuro_
rt @vxunniz: yo votando tengo códigos como si las cosas q hice a los 15 no hubieran pasado bueno ya crecí 🙏🏻🙏🏻 https://t.co/qbyp70z5xx,2021-10-18 23:59:59 UTC,azulaprodigia
@jeremylvsebari va te creo 🥺💜,2021-10-18 23:59:59 UTC,YoonieBCM
"rt @maxmayfield_2: hola!! soy max mayfield de stranger things, es mi segunda cuenta por qué de la anterior la tonta de mi admi olvido la contraseña así que me ayudarían a darle rt.
gracias",2021-10-18 23:59:59 UTC,TheoRae_15
ay sus muertos saya ayudando a diva mientras muere no no puedo llorar tan pronto basta,2021-10-18 23:59:59 UTC,Goofnuggetbean
rt @felipeorjuelar: mañana puede ser martes festivo si todos queremos que sea. es un problema de coordinación.,2021-10-18 23:59:59 UTC,jc_dwolfe
"rt @el22tiraelcarro: @jschaulsohn junten miedo, vamos en masa a votar por kast",2021-10-18 23:59:59 UTC,ceciliasolm
"rt @sadghost_661: acabo de mutear las palabras wanda, icardi y china suarez porque no me puede importar menos y chupar más un huevo lo que pasó y tengo todo el tl lleno de eso",2021-10-18 23:59:59 UTC,exhaus_
"rt @trovato_m_: al que declare: debemos terminar con esta grieta , automáticamente pierde mi respeto.
la grieta es moral.
viva la grieta !!!

#lagrietaesmoral",2021-10-18 23:59:59 UTC,Marinanecochea
